Name,SMILES
acarviostatin I03,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)O)O)CO)CO)CO)CO)O)O)N[C@H]6C=C([C@H]([C@@H]([C@H]6O)O)O)CO
acarviostatin II03,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@H]3[C@@H]([C@H]([C@H](C=C3CO)N[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H]([C@@H]([C@H]8O)O)O)CO)CO)CO)CO)C)O)O)CO)O)O)N[C@H]9C=C([C@H]([C@@H]([C@H]9O)O)O)CO
acarviostatin III03,C[C@@H]1[C@@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](N[C@@H]5[C@@H](C)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](N[C@@H]8[C@@H](C)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@@H]%10[C@@H](CO)O[C@@H](O[C@@H]%11[C@@H](CO)O[C@@H](O[C@@H]%12[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@H](O)[C@H]%10O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)C=C7CO)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)C=C4CO)[C@H](O)[C@H]3O)O1
acarviostatin IV03,C[C@@H]1[C@@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](N[C@@H]5[C@@H](C)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](N[C@@H]8[C@@H](C)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]%10[C@H](O)[C@@H](O)[C@@H](N[C@@H]%11[C@@H](C)O[C@H](O[C@@H]%12[C@@H](CO)O[C@H](O[C@@H]%13[C@@H](CO)O[C@@H](O[C@@H]%14[C@@H](CO)O[C@@H](O[C@@H]%15[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]%15O)[C@H](O)[C@H]%14O)[C@H](O)[C@H]%13O)[C@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)C=C%10CO)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)C=C7CO)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)C=C4CO)[C@H](O)[C@H]3O)O1
moenomycin,[H][C@](COP(O)(=O)O[C@H]1O[C@H](C(N)=O)[C@@](C)(O)[C@H](OC(N)=O)[C@H]1O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(=O)NC3=C(O)CCC3=O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)(OC\C=C(\C)CC\C=C\C(C)(C)CCC(=C)C\C=C(/C)CCC=C(C)C)C(O)=O
AT2433-A1,CN[C@H]1CO[C@H](C[C@@H]1O)OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1OC)N1C2=C3NC4=C(C=CC=C4)C3=C3C(=O)N(C)C(=O)C3=C2C2=C1C(Cl)=CC=C2
benzoxazinone DIMBOA,COC1=CC2=C(C=C1)N(C(=O)C(O2)O)O
fumigaclavine C,C[C@H]1CN(C)[C@@H]2CC3=C(NC4=CC=CC([C@H]2[C@H]1OC(C)=O)=C34)C(C)(C)C=C
huperzine A,CC=C1C2CC3=C(C=CC(O)=N3)C1(N)CC(C)=C2
K-252a,[H][C@]12C[C@@](O)(C(=O)OC)[C@](C)(O1)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O
K-252a,C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(C(=O)OC)O
loline,CN[C@H]1[C@H]2CN3[C@@H]1[C@@H](O2)CC3
malbrancheamide A,CC1(C)[C@@H]2C[C@]34CCCN3C[C@@]2(CC2=C1NC1=CC(Cl)=CC=C21)NC4=O
methylarcyriarubin,O=C(N1C)C(C2=CNC3=CC=CC=C32)=C(C4=CNC5=CC=CC=C54)C1=O
notoamide A,CC1(C)[C@@H]2C[C@]34CCCN3C(=O)[C@@]2(C[C@@]11C(=O)N(O)C2=C1C=CC1=C2C=CC(C)(C)O1)NC4=O
paraherquamide,CN1C(=O)[C@]23C[C@H]4C(C)(C)[C@@]5(C[C@]14CN2CC[C@@]3(C)O)C(=O)NC1=C2OC=CC(C)(C)OC2=CC=C51
physostigmine,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C
rebeccamycin,CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)N1C2=C3NC4=C(C=CC=C4Cl)C3=C3C(=O)NC(=O)C3=C2C2=CC=CC(Cl)=C12
rebeccamycin,CO[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1O)O)N2C3=C(C=CC=C3Cl)C4=C5C(=C6C7=C(C(=CC=C7)Cl)NC6=C42)C(=O)NC5=O)CO
rebeccamycin,CO[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1O)O)N2C3=C(C=CC=C3Cl)C4=C5C(=C6C7=C(C(=CC=C7)Cl)NC6=C42)C(=O)NC5=O)CO
staurosporine,CNC1CC2OC(C)(C1OC)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=C(C=CC=C5)N2C4=C13
staurosporine,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
staurosporine,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
violacein,OC1=CC2=C(NC=C2C2=CC(C(=O)N2)=C2C(=O)NC3=C2C=CC=C3)C=C1
violacein,C1=CC=C2C(=C1)/C(=C\3/C=C(NC3=O)C4=CNC5=C4C=C(C=C5)O)/C(=O)N2
clorobiocin,CC1=CC=C(N1)C(=O)O[C@H]2[C@H]([C@@H](OC([C@@H]2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CC(=C(C=C5)O)CC=C(C)C)O)Cl)O
coumermycin A1,CC1=CC=C(N1)C(=O)O[C@H]2[C@H]([C@@H](OC([C@@H]2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CNC(=C5C)C(=O)NC6=C(C7=C(C(=C(C=C7)O[C@H]8[C@@H]([C@@H]([C@H](C(O8)(C)C)OC)OC(=O)C9=CC=C(N9)C)O)C)OC6=O)O)O)C)O
cathomycin,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)C(OC2=CC=C3C(O)=C(NC(=O)C4=CC(CC=C(C)C)=C(O)C=C4)C(=O)OC3=C2C)OC1(C)C
simocyclinone,C[C@@H]1[C@@H]([C@@H](C[C@@H](O1)C2=C(C3=C(C=C2)C(=O)C45C(C3O)(O4)C(CC6(C5(C(=O)C=C(C6)C)O)O)O)O)OC(=O)/C=C/C=C/C=C/C=C/C(=O)NC7=C(C8=C(C(=C(C=C8)O)Cl)OC7=O)C)OC(=O)C
APE Ec,CC1=C(O)C=CC(/C=C/C=C/C=C/C=C/C=C/C=C/C(OC)=O)=C1
APE Vf,CC1=C(O)C(C)=CC(/C=C/C=C/C=C/C=C/C=C/C=C/C(OC)=O)=C1
flexirubin,CCCCCCCCCCCCC1=C(C=C(C=C1OC(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2=CC(=C(C=C2)O)C)C)O
flexirubin,CCCCCCCCCCCCC1=C(C=C(C=C1OC(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2=CC(=C(C=C2)O)C)C)O
xanthomonadin I,COC1=C(Br)C=CC(=C1)C(\Br)=C\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C(=O)OCC(C)C
alanylclavam,C1[C@H]2N(C1=O)C[C@@H](O2)C[C@@H](C(=O)O)N
2-hydroxymethylclavam,C1[C@H]2N(C1=O)C[C@@H](O2)CO
2-formyloxymethylclavam,C1[C@H]2N(C1=O)C[C@@H](O2)COC=O
clavam-2-carboxylate,C1[C@H]2N(C1=O)C[C@@H](O2)C(=O)O
clavulanic acid,OC\C=C1\O[C@@H]2CC(=O)N2[C@H]1C(O)=O
carbapenem MM4550,C[C@H](OS(=O)([O-])=O)[C@]([C@]1([H])N2C(C(O)=O)=C([S+]([O-])/C=C/NC([O-])=O)C1)([H])C2=O
alanylclavam,C1[C@H]2N(C1=O)C[C@@H](O2)C[C@@H](C(=O)O)N
2-hydroxymethylclavam,C1[C@H]2N(C1=O)C[C@@H](O2)CO
2-formyloxymethylclavam,C1[C@H]2N(C1=O)C[C@@H](O2)COC=O
clavam-2-carboxylate,C1[C@H]2N(C1=O)C[C@@H](O2)C(=O)O
clavulanic acid,OC\C=C1\O[C@@H]2CC(=O)N2[C@H]1C(O)=O
clavulanic acid,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O
tabtoxin,CC(O)C(NC(=O)C(N)CCC1(O)CNC1=O)C(O)=O
thienamycin,C[C@@H](O)C1[C@H]2CC(SCCN)=C(N2C1=O)C(O)=O
A-factor,CC(C)CCCCC(=O)C1[C@@H](COC1=O)CO
SCB1,CC(C)CCCC[C@@H](O)[C@H]1[C@H](CO)COC1=O
SCB2,[H][C@]1([C@H](O)CCCCCCC)[C@H](CO)COC1=O
SCB3,[H][C@]1([C@H](O)CCCCC(C)CC)[C@H](CO)COC1=O
Î³-butyrolactone,C1CC(=O)OC1
albonoursin,CC(C)\C=C1/NC(=O)\C(NC1=O)=C\C1=CC=CC=C1
ectoine,CC1=NCC[C@H](N1)C(=O)O
ectoine,CC1=NCC[C@H](N1)C(=O)O
ectoine,CC1=NCC[C@H](N1)C(=O)O
ectoine,CC1=NCC[C@H](N1)C(=O)O
ectoine,CC1=NCC[C@H](N1)C(=O)O
ectoine,CC1=NCC[C@H](N1)C(=O)O
ectoine,CC1=NCC[C@H](N1)C(=O)O
ectoine,CC1=NCC[C@H](N1)C(=O)O
ectoine,CC1=NCC[C@H](N1)C(=O)O
eicosapentaenoic acid,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
eicosapentaenoic acid,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
eicosapentaenoic acid,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
eicoseicosapentaenoic acid,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
VEPE,NCCOP([O-])(OCC(OC(CCCCCCCCCCCC(C)C)=O)CO/C=C\CCCCCCCCCCC(C)C)=O
AEPE,NCCOP([O-])(OCC(OC(CCCCCCCCCCCC(C)C)=O)COCCCCCCCCCCCCC(C)C)=O
TG-1,CC(C)CCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCC(C)C)=O)COCCCCCCCCCCCCC(C)C)=O
A-90289 A,CCCCCCCCCCCCCC(CC(=O)OC1CN(C)C(C(OC2OC(CN)C(O)C2O)C2OC(C(OS(O)(=O)=O)C2O)N2C=CC(=O)NC2=O)C(=O)N(C)C1C(O)=O)OC(=O)CC(C)CC(=O)OC1OC(C)C(OC)C(OC)C1OC
A-90289 B,COC1C(C)OC(OC(=O)CC(C)CC(=O)OC(CCCCCCCCCCC(C)C)CC(=O)OC2CN(C)C(C(OC3OC(CN)C(O)C3O)C3OC(C(OS(O)(=O)=O)C3O)N3C=CC(=O)NC3=O)C(=O)N(C)C2C(O)=O)C(OC)C1OC
A-201A,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC/C(=C/2\[C@H]([C@@H]([C@@H](O2)OC3=CC=C(C=C3)/C=C(\C)/C(=O)N[C@@H]4[C@H](O[C@H]([C@@H]4O)N5C=NC6=C5N=CN=C6N(C)C)CO)O)O)/OC)O)OC)OC
blasticidin S,CN(C(N)=N)CC[C@H](N)CC(N[C@H]1C=C[C@H](N2C=CC(N)=NC2=O)O[C@@H]1C(O)=O)=O
neopolyoxin C,[H][C@@](N)(C(=O)N[C@]([H])(C(O)=O)[C@@]1([H])O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O)[C@]([H])(C)[C@]([H])(O)C1=NC=C(O)C=C1
polyoxin A,C/C=C\1/CN([C@@H]1C(=O)O)C(=O)[C@H]([C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C(=O)NC3=O)CO)O)O)NC(=O)[C@H]([C@@H]([C@H](COC(=O)N)O)O)N
polyoxin H,O=C(N1)C=CN([C@H]2[C@H](O)[C@H](O)[C@@H]([C@H](NC([C@@H](N)[C@H](O)[C@@H](O)COC(N)=O)=O)C(N([C@@H]/3C(O)=O)CC3=C/C)=O)O2)C1=O
puromycin,[H][C@](N)(CC1=CC=C(OC)C=C1)C(=O)N[C@@H]1[C@@H](CO)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2N(C)C
toyocamycin,NC1=NC=NC2=C1C(=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C#N
sangivamycin,NC(=O)C1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(N)=NC=N2
tunicamycin B1,CCCCCCCCCCCC/C=C/C(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)C[C@H]([C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC(=O)NC4=O)O)O)O)O)O
toyocamycin,C1=C(C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CN=C2N)C#N
mildiomycin,NC(CO)C(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(O)(CC(O)CNC(N)=N)C(O)=O)N1C=C(CO)C(N)=NC1=O
arginomycin,CC(CCN(C)C(=N)N)C(C(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=NC2=O)N)N
3-methylarginine,CC(CC[NH+]=C(N)N)C(C(=O)[O-])[NH3+]
4-hydroxy-3-nitrosobenzamide,NC(=O)C1=CC(N=O)=C(O)C=C1
saxitoxin,C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)COC(=O)N)N
gonyautoxin 2,C1[C@H](C([C@@]23N1C(=N[C@H]([C@@H]2NC(=N3)N)COC(=O)N)N)(O)O)OS(=O)(=O)O
toxin C2,C1[C@@H](C([C@@]23N1C(=N[C@H]([C@@H]2NC(=N3)N)COC(=O)NS(=O)(=O)O)N)(O)O)OS(=O)(=O)O
toxin C3,[H][C@@]12[C@]3(NC(N2)=[NH2+])N(C[C@@H](OS(=O)([O-])=O)C3(O)O)C(N(O)[C@H]1COC(NS(=O)([O-])=O)=O)=[NH2+]
gonyautoxin 5,C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)COC(=O)NS(=O)(=O)O)N
decarbamoylsaxitoxin,C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)CO)N
decarbamoylgonyautoxin 2,[H][C@@]12[C@]3(NC(N2)=[NH2+])N(C[C@@H](OS(=O)([O-])=O)C3(O)O)C(N[C@H]1CO)=[NH2+]
decarbamoylgonyautoxin 3,[H][C@@]12[C@]3(NC(N2)=[NH2+])N(C[C@H](OS(=O)([O-])=O)C3(O)O)C(N[C@H]1CO)=[NH2+]
bacilysin,CC(N)C(=O)NC(C[C@H]1CCC(=O)[C@@H]2O[C@H]12)C(O)=O
bagremycin A,C=CC1=CC=C(C=C1)OC(=O)C2=CC(=C(C=C2)O)N
bagremycin B,CC(=O)NC1=C(C=CC(=C1)C(=O)OC2=CC=C(C=C2)C=C)O
pentabromopseudilin,C1=C(C=C(C(=C1Br)O)C2=C(C(=C(N2)Br)Br)Br)Br
pentabromopseudilin,C1=C(C=C(C(=C1Br)O)C2=C(C(=C(N2)Br)Br)Br)Br
caryoynencin,C#CC#CC#CC#C/C=C/C=C/C(CCCCC(=O)O)O
chloramphenicol,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O
citrinin,C[C@@H]1OC=C2C(O)=C(C(O)=O)C(=O)C(C)=C2[C@H]1C
citrulline,C(C[C@@H](C(=O)O)N)CNC(=O)N
cycloserine,N[C@@H]1CONC1=O
desosamine,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O)O)N(C)C
desosamine,CC1CC(C(C(O1)O)O)N(C)C
ferrichrome,CC(=O)N(CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN(C(=O)C)O)CCCN(C=O)O)O
ferrichrome,CC(=O)N(CCCC1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NCC(=O)N1)CCCN(C(=O)C)[O-])CCCN(C(=O)C)[O-])[O-].[55Fe+3]
flaviolin,C1=C(C=C2C(=C1O)C(=CC(=O)C2=O)O)O
FR-900098,CC(=O)N(O)CCCP(O)(O)=O
heme D1,[H+].[H+].[H+].[H+].CC1=C(C2=CC3=NC(=CC4=NC(=C(C4(C)CC(=O)[O-])[O-])C=C5C(C(=O)C(=N5)C=C1[N-]2)(C)CC(=O)[O-])C(=C3/C=C/C(=O)[O-])C)CCC(=O)[O-].[Fe+2]
heme D1,[H+].[H+].[H+].[H+].CC1=C(C2=CC3=NC(=CC4=NC(=C(C4(C)CC(=O)[O-])[O-])C=C5C(C(=O)C(=N5)C=C1[N-]2)(C)CC(=O)[O-])C(=C3/C=C/C(=O)[O-])C)CCC(=O)[O-].[Fe+2]
lincomycin,CCC[C@@H]1C[C@@H](C(N[C@H]([C@H](O)C)[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@@H](SC)O2)=O)N(C)C1
melanin,CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O
melanin,CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O
melanin,CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O
melanin,CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O
melanin,CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O
MK-8,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)C2=C(C=CC=C2)C1=O
methylenomycin A,C[C@@]12O[C@]1(C)C(=O)C(=C)[C@H]2C(O)=O
mitomycin,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N
molybdenum cofactor,C(C1C(=C(C2C(O1)NC3=C(N2)C(=O)N=C(N3)N)[S-])[S-])OP(=O)([O-])[O-].O=[Mo+2]=O
molybdenum cofactor,C(C1C(=C(C2C(O1)NC3=C(N2)C(=O)N=C(N3)N)[S-])[S-])OP(=O)([O-])[O-].O=[Mo+2]=O
phaseolotoxin,C[C@H](C(=O)N[C@H](CCCCN=C(N)N)C(=O)O)NC(=O)[C@@H](CCCNP(=O)(N)NS(=O)(=O)O)N
promysalin,O=C(OC(CCCCCC(O)C(N)=O)CCCCCC)C(CC=C1)N1C(C2=C(O)C=CC=C2)=O
paerucumarin,OC1=C(O)C=C2C=C([N+]#[C-])C(=O)OC2=C1
pyrrolnitrin,ClC1=CNC=C1C1=CC=CC(Cl)=C1N(=O)=O
quinolobactin,COC1=CC(=NC2=C(O)C=CC=C12)C(O)=O
rhizocticin A,N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](\C=C/CP(O)(O)=O)C(O)=O
xanthothricin,CN1N=CN=C2C(=O)N(C)C(=O)N=C12
deoxynivalenol,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O)C)CO
xiamenmycin A,C[C@H]([C@@H](C(=O)O)NC(=O)C1=CC2=C(C=C1)O[C@@]([C@H](C2)O)(C)CCC=C(C)C)O
"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid",CC(=O)N1C2=CC=CC=C2NC2=C1C=CC=C2C(O)=O
"5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid",OCC(=O)N1C2=CC=CC=C2NC2=C1C=CC=C2C(O)=O
endophenazine A1,C\C(CO)=C/CC1=CC=CC2=NC3=CC=CC(C(O)=O)=C3N=C12
endophenazine F,CC(C)=CCN1C2=CC=CC(C(O)=O)=C2N=C2C(CC=C(C)C)=CC(=O)C=C12
endophenazine G,CC(C)(O)\C=C\C1=CC=CC2=NC3=CC=CC(C(O)=O)=C3N=C12
esmeraldin,CC1C2=C3C(=CC=C2)NC4=C(C=CC=C4N3C5=C1C6=NC7=C(C=CC=C7N=C6C(=C5)C(=O)O)C(C)OC(=O)C8=C(C=CC=C8O)C)C(=O)O
pyocyanine,CN1C2=CC=CC=C2N=C2C(=O)C=CC=C12
fosfazinomycin A,CC(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NN(C)[P+](C(C(=O)OC)O)(O)[O-])N
fosfomycin,C[C@H]1[C@H](O1)P(=O)([O-])[O-].[Na+].[Na+]
aerobactin,CC(=O)N(CCCC[C@@H](C(=O)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)C)O)C(=O)O)(C(=O)O)O)O
desferrioxamin B,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
desferrioxamine E,C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O
desferrioxamin B,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
petrobactin,OC(=O)C(O)(CC(=O)NCCCCNCCCNC(=O)C1=CC=C(O)C(O)=C1)CC(=O)NCCCCNCCCNC(=O)C1=CC=C(O)C(O)=C1
staphyloferrin A,C(C[C@H](C(=O)[O-])NC(=O)CC(CC(=O)[O-])(C(=O)[O-])O)CNC(=O)CC(CC(=O)[O-])(C(=O)[O-])O
vibrioferrin,C[C@@H](C(=O)NCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O)N1C(=O)CC[C@]1(C(=O)O)O
vibrioferrin,C[C@@H](C(=O)NCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O)N1C(=O)CC[C@]1(C(=O)O)O
Î±-galactosylceramide,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)[C@@H]([C@@H](CCCCCCCCCCCCCC)O)O
A-500359 A,O[C@@H]1[C@H](OC)[C@@]([H])([C@H](C(N)=O)O[C@H]2OC(C(N[C@@H]3C(N[C@H](C)CCC3)=O)=O)=C[C@H](O)[C@@H]2O)O[C@H]1N(C=C4)C(NC4=O)=O
A-500359 B,O[C@@H]1[C@H](OC)[C@@]([H])([C@H](C(N)=O)O[C@H]2OC(C(N[C@@H]3C(NCCCC3)=O)=O)=C[C@H](O)[C@@H]2O)O[C@H]1N(C=C4)C(NC4=O)=O
napsamycin A,CSCCC(C(NC(C(N/C=C1CC(C(N2C=CC(NC2=O)=O)O/1)O)=O)C(N(C(C3CC4=CC(O)=CC=C4CN3)=O)C)C)=O)NC(NC(C(O)=O)CC5=CC=CC(O)=C5)=O
napsamycin B,CSCCC(C(NC(C(N/C=C1CC(C(N2C=CC(NC2=O)=O)O/1)O)=O)C(N(C(C3CC4=CC(O)=CC=C4C(N3)C)=O)C)C)=O)NC(NC(C(O)=O)CC5=CC=CC(O)=C5)=O
napsamycin C,CSCCC(NC(=O)NC(CC1=CC=CC(O)=C1)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C1CC2=CC(O)=CC=C2CN1)C(=O)N\C=C1\CC(O)C(O1)N1CCC(=O)NC1=O
napsamycin D,CSCCC(NC(=O)NC(CC1=CC=CC(O)=C1)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C1CC2=CC(O)=CC=C2C(C)N1)C(=O)N\C=C1\CC(O)C(O1)N1CCC(=O)NC1=O
mureidomycin A,CC([C@H](C(=O)N/C=C/1\CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)[C@H](CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)[C@H](CC4=CC(=CC=C4)O)N
mureidomycin B,CC([C@H](C(=O)N/C=C/1\CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)[C@H](CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)[C@H](CC4=CC(=CC=C4)O)N
pacidamycin 1,O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)NC([C@@H](N)C)=O)=O)C)=O
pacidamycin 2,C[C@H](N)C(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)N(C)[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)C(=O)N\C=C1\C[C@@H](O)[C@@H](O1)N1C=CC(=O)NC1=O
pacidamycin 3,C[C@H](N)C(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)N(C)[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)N[C@@H](CC1=CC=CC(O)=C1)C(O)=O)C(=O)N\C=C1\C[C@@H](O)[C@@H](O1)N1C=CC(=O)NC1=O
pacidamycin 4,O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)N)=O)C)=O
pacidamycin 5,O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CC=CC=C3)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC4=CC=CC(O)=C4)N)=O)C)=O
